ID;token;entity_type
1376;لسطح;O
1377;المياه;O
1378;يشكل;O
1379;عامل;O
1380;جذب;O
1381;للسياح;O
1382;المحبين;O
1383;للظواهر;O
1384;الطبيعيه;O
1385;الفريده;O
1386;نوعها;O
1387;جانب;O
1388;استمتاعهم;O
1389;بحياه;O
1390;السكان;O
1391;الاصلين;O
1392;المحليه;O
1393;ومشاهده;O
1394;اسواق;O
1395;الخضار;O
1396;والثقافه;O
1397;التقليديه;O
1398;داكار;O
1399;عاصمه;O
1400;السنغال;B-LOC
1401;وتتميز;O
1402;بالحياه;O
1403;العصريه;O
1404;الصاخبه;O
1405;ولها;O
1406;شواطئ;O
1407;تطل;O
1408;المحيط;B-LF
1409;الاطلسي;I-LF
1410;تقام;B-AC
1411;المهرجانات;I-AC
1412;والاحتفاليات;B-AC
1413;الموسيقيه;I-AC
1414;الليليه;O
1415;الجاذبه;O
1416;للسياح;O
1417;جانب;O
1418;تتمتع;O
1419;اسواق;O
1420;مميزه;O
1421;سوق;O
1422;ماركي;O
1423;دوتيلين;O
1424;ومتاحف;O
1425;متحف;O
1426;ايفان;O
1427;المخصص;O
1428;لعرض;O
1429;التحف;O
1430;والاثار;O
1431;والفنون;O
1432;منطقه;O
1433;غرب;O
1434;افريقيا;B-LOC
1435;باكملها;O
1436;سانت;B-LOC
1437;لويس;B-LOC
1438;تتبع;O
1439;مدينه;O
1440;سانت;B-LOC
1441;لويس;B-LOC
1442;جزيه;O
1443;ندار;O
1444;تتوسط;O
1445;نهر;B-LF
1446;السنغال;I-LF
1447;يمنحها;O
1448;طبيعه;O
1449;خلابه;O
1450;وهادئه;O
1451;وترتبط;O
1452;المدينه;O
1453;بالبر;O
1454;الرئيسي;O
1455;خلال;O
1456;جسر;O
1457;فيدهيربي;O
1458;الشهير;O
1459;يعتبر;O
1460;ابرز;O
1461;معالم;O
1462;المدينه;O
1463;جانب;O
1464;اشتهارها;O
1465;بالهندسه;O
1466;المعماريه;O
1467;الاستعماريه;O
1468;تظهر;O
1469;جليه;O
1470;واضحه;O
1471;مبانيها;O
1472;الكاتدرائيه;O
1473;الكلاسيكيه;O
1474;الجديده;O
1475;وقصر;O
1476;الحاكم;O
1477;ومتحف;O
1478;جان;O
1479;ميموز;O
1480;بالاضافه;O
1481;انها;O
1482;تضم;O
1483;الكثير;O
1484;المحميات;O
1485;الطبيعيه;O
1486;والحدائق;O
1487;محميه;O
1488;لونج;O
1489;باي;O
1490;الوطنيه;O
1491;وحديقه;O
1492;دجودج;O
1493;الوطنيه;O
1494;للطيور;O
1495;كاب;O
1496;سكيرينج;O
1497;تمتلك;O
1498;شواطئ;O
1499;ساحليه;O
1500;تطل;O
1501;البحر;B-LF
1502;الاطلسي;I-LF
1503;تمنح;O
1504;السياح;O
1505;ممارسه;O
1506;هواياتهم;O
1507;ركوب;B-AC
1508;الامواج;I-AC
1509;التجديف;B-AC
1510;والاستمتاع;O
1511;بركوب;B-AC
1512;الدراجات;I-AC
1513;الجبال;B-LF
1514;جزيره;B-LF
1515;جول;I-LF
1516;جزيره;B-LF
1517;تطل;O
1518;المحيط;B-LF
1519;الاطلسي;I-LF
1520;منحها;O
1521;موقعها;O
1522;طبيعه;O
1523;مناسبه;O
1524;لاقامه;O
1525;الكثير;O
1526;الفعاليات;B-AC
1527;والمهرجانات;B-AC
1528;الاحتفاليه;O
1529;وممارسه;B-AC
1530;الالعاب;I-AC
1531;المائيه;I-AC
1532;جانب;O
1533;الاسواق;O
1534;تزخر;O
1535;باشكال;O
1536;جميله;O
1537;الاصداف;O
1538;الممكن;O
1539;هديه;O
1540;تذكار;O
1541;مدينه;O
1542;كيغالي;B-LOC
1543;عاصمه;B-LOC
1544;رواندا;I-LOC
1545;تقع;O
1546;وسط;O
1547;البلاد;O
1548;وتضم;O
1549;عددا;O
1550;معالم;O
1551;السياحه;O
1552;رواندا;B-LOC
1553;النصب;O
1554;التذكاري;O
1555;للاباده;O
1556;الجماعيه;O
1557;وقريه;O
1558;كابلاكي;O
1559;كرافت;O
1560;المدينه;O
1561;تحتوي;O
1562;اكشاك;O
1563;تبيع;O
1564;الحرف;O
1565;اليدويه;O
1566;التقليديه;O
1567;المنحوتات;O
1568;الخشبيه;O
1569;والسلات;O
1570;المنسوجه;O
1571;ومتحف;O
1572;القصر;O
1573;الرئاسي;O
1574;يعرض;O
1575;المنحوتات;O
1576;الافريقيه;O
1577;المعاصره;O
1578;واللوحات;O
1579;الفنيه;O
1580;المميزه;O
1581;مدينه;B-LOC
1582;جيسيني;I-LOC
1583;تقع;O
1584;الشاطئ;B-LF
1585;الشمالي;I-LF
1586;لبحيره;O
1587;كيفو;O
1588;سفح;O
1589;جبال;B-LF
1590;فيرونغا;I-LF
1591;فانها;O
1592;تتميز;O
1593;بمنتجعات;O
1594;الشاطئ;B-LF
1595;الواجهه;O
1596;البحريه;O
1597;الرمليه;O
1598;للبحيره;O
1599;والغابات;B-LF
1600;المطيره;O
1601;لغيشواتي;O
1602;موكورا;O
1603;الوطنيه;O
1604;مشاهده;O
1605;الدخان;O
1606;الاحمر;O
1607;الحار;O
1608;يتصاعد;O
1609;البركان;O
1610;النشط;O
1611;جمهوريه;O
1612;الكونغو;B-LOC
1613;المجاوره;O
1614;مدينه;O
1615;روانجيري;B-LOC
1616;اجمل;O
1617;مدن;O
1618;السياحه;O
1619;رواندا;O
1620;تضم;O
1621;حديقه;O
1622;البراكين;O
1623;الوطنيه;O
1624;موطن;O
1625;الغوريلا;O
1626;الجبليه;O
1627;والقرود;O
1628;الذهبيه;O
1629;بحيره;B-LF
1630;بوريرا;I-LF
1631;وبحيره;B-LF
1632;روهوندو;I-LF
1633;تحيط;O
1634;عدد;O
1635;التلال;B-LF
1636;الخضراء;I-LF
1637;يمكنك;O
1638;الاستمتاع;O
1639;بالمنظر;O
1640;البانورامي;O
1641;البراكين;O
1642;النشطه;O
1643;وزياره;O
1644;الكهوف;O
1645;والمغارات;O
1646;مدينه;O
1647;بوتاري;B-LOC
1648;تعد;O
1649;العاصمه;O
1650;الفكريه;O
1651;لرواندا;O
1652;انها;O
1653;تضم;O
1654;المتحف;O
1655;الوطني;O
1656;ومعهد;O
1657;البحث;O
1658;العلمي;O
1659;والجامعه;O
1660;الوطنيه;O
1661;ومباني;O
1662;العصر;O
1663;الاستعماري;O
1664;تحكي;O
1665;قصصا;O
1666;تاريخ;O
1667;افريقيا;B-LOC
1668;الاستعمار;O
1669;مدينه;O
1670;كيبوي;B-LOC
1671;مدينه;O
1672;ساحليه;O
1673;ضفاف;O
1674;بحيره;B-LF
1675;كيفو;I-LF
1676;واحده;O
1677;اكبر;O
1678;المسطحات;O
1679;المائيه;O
1680;الداخليه;O
1681;العالم;O
1682;جانب;O
1683;عدد;O
1684;يحصي;O
1685;الجزر;B-LF
1686;البركانيه;I-LF
1687;بالاضافه;O
1688;نيسه;O
1689;النصب;O
1690;التذكاري;O
1691;للاباده;O
1692;الجماعيه;O
1693;وتله;O
1694;الاقامه;O
1695;التذكاريه;O
1696;تتمتع;O
1697;رواندا;O
1698;بمناخ;B-WH
1699;معتدل;I-WH
1700;اذ;O
1701;تتراوح;O
1702;درجات;O
1703;الحراره;O
1704;12;O
1705;درجه;O
1706;مئويه;O
1707;21;O
1708;درجه;O
1709;مئويه;O
1710;ويبلغ;O
1711;متوسط;O
1712;هطول;O
1713;الامطار;O
1714;حوالي;O
1715;1140;O
1716;ملم;O
1717;سنويا;O
1718;تتركز;O
1719;موسمين;O
1720;ممطرين;O
1721;فيراير;O
1722;مايو;O
1723;اكتوبر;O
1724;ديسمبر;O
1725;تقع;O
1726;نيجيريا;B-LOC
1727;الساحل;B-LF
1728;الغربي;I-LF
1729;لافريقيا;B-LOC
1730;يحدها;O
1731;نيجيريا;B-LOC
1732;الشمال;O
1733;النيجر;B-LOC
1734;الشرق;B-LOC
1735;تشاد;B-LOC
1736;والكاميرون;B-LOC
1737;الجنوب;O
1738;خليج;B-LF
1739;غينيا;I-LF
1740;المحيط;B-LF
1741;الاطلسي;I-LF
1742;والي;O
1743;الغرب;O
1744;بنين;O
1745;تعد;O
1746;نيجيريا;B-LOC
1747;اكبر;O
1748;دوله;O
1749;افريقيه;O
1750;عدد;O
1751;السكان;O
1752;تتمتع;O
1753;نيجيريا;B-LOC
1754;بمناخ;B-WH
1755;استوائي;I-WH
1756;مواسم;O
1757;متغيره;O
1758;ممطره;B-WH
1759;وجافه;I-WH
1760;الجو;B-WH
1761;حارا;I-WH
1762;ورطبا;I-WH
1763;طوال;O
1764;ايام;O
1765;السنه;O
1766;الجنوب;O
1767;الشرقي;O
1768;ولكنه;O
1769;جاف;B-WH
1770;الجنوب;O
1771;الغربي;O
1772;ويتناقص;O
1773;طول;O
1774;موسم;O
1775;الامطار;B-WH
1776;الجنوب;O
1777;الشمال؛;O
1778;الجنوب;O
1779;يستمر;O
1780;موسم;O
1781;الامطار;B-WH
1782;مارس;O
1783;نوفمبر;O
1784;اقصي;O
1785;الشمال;O
1786;يستمر;O
1787;منتصف;O
1788;مايو;O
1789;سبتمبر;O
1790;يعد;O
1791;شاطئ;B-LF
1792;ابينو;I-LF
1793;وجهه;O
1794;مبهجه;O
1795;للسياح;O
1796;تمتد;O
1797;مسافه;O
1798;تزيد;O
1799;245;O
1800;كيلومترا;O
1801;ضفه;O
1802;رمليه;O
1803;ابينو;O
1804;ملاذ;O
1805;صغير;O
1806;للباحثين;O
1807;الترفيه;O
1808;تتمتع;O
1809;الوجهه;O
1810;السياحيه;O
1811;بالامواج;O
1812;الصاخبه;O
1813;وحمامات;O
1814;الشمس;O
1815;واوراق;O
1816;الشجر;O
1817;الملوثه;O
1818;غابات;O
1819;المنغروف;O
1820;علاوه;O
1821;النسيم;O
1822;البارد;O
1823;البحر;O
1824;تقع;O
1825;اولومو;O
1826;روك;O
1827;ولايه;O
1828;اوجون;O
1829;اهم;O
1830;اماكن;O
1831;السياحه;O
1832;نيجيريا;B-LOC
1833;وتضم;O
1834;الانفاق;O
1835;الطبيعيه;O
1836;والاشجار;O
1837;العاديه;O
1838;والجبال;B-LF
1839;الطبيعيه;O
1840;والحدائق;O
1841;الصخر;I-LOC
1842;والمسارات;O
1843;المكسوره;O
1844;والاثار;O
1845;الخاصه;O
1846;بنظام;O
1847;معتقدات;O
1848;المستوطنين;O
1849;البدائين;O
1850;الصخور;O
1851;شلال;O
1852;اغبوكيم;O
1853;عباره;O
1854;سلسله;O
1855;سبع;O
1856;شلالات;B-WH
1857;بطول;O
1858;اجمالي;O
1859;يبلغ;O
1860;681773;O
1861;مترا;O
1862;محاطه;O
1863;بالنباتات;O
1864;الخضراء;O
1865;موطن;O
1866;للعديد;O
1867;انواع;O
1868;الحيوانات;O
1869;يعد;O
1870;المكان;O
1871;مثاليا;O
1872;للنزهه;O
1873;والعطلات;O
1874;العائليه;O
1875;والسياحه;O
1876;والتامل;O
1877;تعتبر;O
1878;حديقه;O
1879;دبليو;O
1880;اكبر;O
1881;منتزه;O
1882;وطني;O
1883;نيجر;O
1884;ويعبر;O
1885;جزء;O
1886;بوركينا;B-LOC
1887;فاسو;I-LOC
1888;وبنين;O
1889;وتتميز;O
1890;الحديقه;O
1891;باحتوائها;O
1892;مجموعه;O
1893;حيوانات;O
1894;القردوح;O
1895;والجاموس;O
1896;الافريقي;O
1897;والاسود;O
1898;والنمور;O
1899;والزرافات;O
1900;وغيرهم;O
1901;الكثير;O
1902;تتميز;O
1903;مدينه;O
1904;تيميا;O
1905;باحتوائها;O
1906;مختلف;O
1907;انواع;O
1908;اشجار;O
1909;الفاكهه;O
1910;كالرمان;O
1911;والحمضيات;O
1912;بالاضافه;O
1913;كميات;O
1914;كبيره;O
1915;البطيخ;O
1916;وذلك;O
1917;بسبب;O
1918;حصولها;O
1919;الماء;O
1920;الواحه;O
1921;طوال;O
1922;العام;O
1923;يجعلها;O
1924;منطقه;O
1925;مليئه;O
1926;بالحقول;O
1927;الخضراء;O
1928;والاراضي;O
1929;الزراعيه;O
1930;تمتد;O
1931;المدينه;O
1932;الوديان;B-LF
1933;تقع;O
1934;وسط;O
1935;مجموعه;O
1936;الجبال;B-LF
1937;مابوتو;O
1938;عاصمه;O
1939;موزمبيق;B-LOC
1940;مكان;O
1941;مزدحم;O
1942;ومثير;O
1943;هندسه;O
1944;معماريه;O
1945;مستوحاه;O
1946;طابع;O
1947;البحر;B-LF
1948;الابيض;I-LF
1949;المتوسط;I-LF
1950;وبوجد;O
1951;مشهد;B-LOC
1952;ثقافي;O
1953;حيوي;O
1954;وتاثير;O
1955;ساحلي;O
1956;كبير;O
1957;يرافقه;O
1958;اهم;O
1959;ميناء;O
1960;البلاد;O
1961;يمكنك;O
1962;تجربه;B-AC
1963;الماكولات;I-AC
1964;البحريه;I-AC
1965;المحليه;I-AC
1966;والاستمتاع;O
1967;بموسيقي;O
1968;مارابينتا;O
1969;الموزمبيقيه;O
1970;الاصل;O
1971;والذهاب;B-AC
1972;السوق;I-AC
1973;البلدي;O
1974;الصاخب;O
1975;تتمتع;O
1976;موريتانيا;B-LOC
1977;بمناخ;B-WH
1978;حار;I-WH
1979;وجاف;I-WH
1980;بسبب;O
1981;هبوب;O
1982;رياح;O
1983;حاره;O
1984;وجافه;O
1985;الشمال;O
1986;الشرقي;O
1987;ويكون;O
1988;الساحل;B-LF
1989;الموريتاني;I-LF
1990;المطل;O
1991;المحيط;B-LF
1992;الاطلسي;I-LF
1993;اكثر;O
1994;اعتدالا;O
1995;بسبب;O
1996;مرور;O
1997;تيار;O
1998;الكناري;O
1999;البارد;O
2000;طول;O
2001;الساحل;O
2002;الجزء;O
2003;الجنوبي;O
2004;البلاد;O
2005;يتميز;O
2006;بارتفاع;B-WH
2007;درجات;I-WH
2008;الحراره;I-WH
2009;تتساقط;O
2010;الامطار;O
2011;بمتوسط;O
2012;635;O
2013;ملم;O
2014;سنويا;O
2015;وتتراوح;O
2016;درجات;O
2017;الحراره;O
2018;موريتانيا;B-LOC
2019;20;O
2020;40;O
2021;درجه;O
2022;مئويه;O
2023;مدينه;O
2024;شنقيط;O
2025;احد;O
2026;المدن;O
2027;الصحراويه;O
2028;المهمه;O
2029;موريتانيا;B-LOC
2030;مضي;O
2031;محطه;O
2032;تجاريه;O
2033;مهمه;O
2034;البحر;B-LF
2035;الابيض;I-LF
2036;المتوسط;I-LF
2037;الشمال;O
2038;والصحراء;B-LF
2039;الجنوبيه;I-LF
2040;الجنوب;O
2041;وتضم;O
2042;الابراج;O
2043;المبنيه;O
2044;الطوب;O
2045;والحصون;O
2046;القديمه;O
2047;لقبائل;O
2048;البربر;O
2049;القرون;O
2050;الوسطي;O
2051;جراند;O
2052;باي;O
2053;قريه;O
2054;سياحيه;O
2055;تطل;O
2056;البحر;O
2057;وتعتبر;O
2058;المعالم;O
2059;المهمه;O
2060;الجزيره;O
2061;وتمتاز;O
2062;بمرافق;O
2063;الابحار;O
2064;الامنه;O
2065;وبعروض;B-AC
2066;السباحه;I-AC
2067;وبرياضه;B-AC
2068;التزلج;I-AC
2069;الماء;I-AC
2070;وركوب;B-AC
2071;الامواج;I-AC
2072;وصيد;B-AC
2073;الاسماك;I-AC
2074;عمق;O
2075;البحر;B-LF
2076;قريه;O
2077;شماريل;O
2078;تقع;O
2079;جغرافيا;O
2080;منطقه;O
2081;النهر;B-LF
2082;الاسود;I-LF
2083;الجهه;O
2084;الشرقيه;O
2085;قاره;O
2086;افريقيا;B-LOC
2087;وتعتبر;O
2088;اكثر;O
2089;المعالم;O
2090;السياحيه;O
2091;شهره;O
2092;الجزيره؛;O
2093;تمتاز;O
2094;بالكثبان;B-LF
2095;الرمليه;I-LF
2096;الالوان;O
2097;المختلفه;O
2098;وبرمالها;O
2099;الناعمه;O
2100;البراقه;O
2101;يطلق;O
2102;لقب;O
2103;الارض;O
2104;بالالوان;O
2105;السبعه;O
2106;خوانق;O
2107;النهر;B-LF
2108;الاسود;I-LF
2109;عباره;O
2110;حديقه;O
2111;وطنيه;O
2112;فتحت;O
2113;العام;O
2114;1996م;O
2115;وتبلغ;O
2116;مساحتها;O
2117;16244;O
2118;هكتارا;O
2119;وتعتبر;O
2120;افضل;O
2121;المعالم;O
2122;السياحيه;O
2123;الجزيره;O
2124;وتمتاز;O
2125;بعدد;O
2126;متنوع;O
2127;الطيور;O
2128;والحيوانات;O
2129;النادره;O
2130;والمناظر;O
2131;الطبيعيه;O
2132;المستخدمه;O
2133;علاج;O
2134;العيون;O
2135;مدينه;O
2136;نواكشوط;O
2137;عاصمه;O
2138;موريتانيا;B-LOC
2139;تتمتع;O
2140;بالبيوت;O
2141;المبنيه;O
2142;الطين;O
2143;والطوب;O
2144;بسبب;O
2145;علاقتها;O
2146;الوطيده;O
2147;التراب;O
2148;ويمكنك;O
2149;شراء;B-AC
2150;الاسماك;I-AC
2151;والماكولات;I-AC
2152;البحريه;I-AC
2153;احد;O
2154;اكشاك;O
2155;المحيط;B-LF
2156;الاطلسي;I-LF
2157;تصيدها;O
2158;بنفسك;O
2159;مدينه;O
2160;تريجيت;B-LOC
2161;واحده;O
2162;اكثر;O
2163;مناطق;O
2164;جذب;O
2165;السياحه;O
2166;موريتانيا;B-LOC
2167;اثاره;O
2168;تتمتع;O
2169;بوجود;O
2170;واحه;O
2171;جميله;O
2172;تنبع;O
2173;الاراضي;O
2174;الصحراويه;O
2175;الجافه;O
2176;المتشققه;O
2177;اطراف;O
2178;الصحراء;B-LF
2179;تحيط;O
2180;اشجار;O
2181;النخيل;O
2182;والجداول;O
2183;المتناثره;O
2184;وتوجد;O
2185;اماكن;B-AC
2186;التخيم;I-AC
2187;وحديقه;B-AC
2188;حيوانات;I-AC
2189;اليفه;O
2190;المنطقه;O
2191;ال;O
2192;زولو;O
2193;ال;O
2194;ايسيزولو;O
2195;لغه;O
2196;مستخدمه;O
2197;الجانب;O
2198;الشرقي;O
2199;جنوب;O
2200;افريقيا;B-LOC
2201;طريقه;O
2202;نطقها;O
2203;مميزه;O
2204;تكتب;O
2205;بحروف;O
2206;لاتينيه;O
2207;ال;O
2208;زولو;O
2209;شائعه;O
2210;الاستخدام;O
